ID,Einreisejahr,receives_support_from_job_center,job_qualification_ger,Average_Time_Spent_Minutes,Nationalit_t,completed_job_training,Deutscher_Ehepartner,Kinder,Rente,availability,sales,phone_problems_with_immigration_authorities,net_income_second_check,Arbeitsvertrag,right_of_residence,valid_national_passport_(country_of_origin),acquired_right_of_residence,already_applying_for_naturalization,phone_language_certificate.1,Email_Opt_Out,phone_temporary_right_of_residence_since,receives_support_from_job_center_check,residence_permit,Integrationsnachweis,application_permanent_right_of_residence,Was_wollen_Sie,Wie_ist_ihr_aktueller_Familienstand,Days_Visited,graduation,requirements_fulfilled_for,Vorstrafe,Integrationstest,Highest_Test_Attempted,Highest_Attempt_Outcome
163,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
164,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,1
165,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
166,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
167,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
168,2015,0,2,10.12,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,8,6,1,2,3,2,7
169,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
170,2015,0,2,3.06,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
171,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
172,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
173,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
174,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
175,2015,2,2,12.23,46,1,2,1,7,1,0,6,2,2,5,2,2017,5,7,0,2020,3,0,4,5,3,2,6,6,1,3,3,3,1
176,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
177,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
178,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
179,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
180,2015,2,0,1.07,0,1,2,0,7,1,0,6,5,4,1,1,2015,3,2,0,2022,2,0,5,3,1,1,2,4,3,3,1,3,7
181,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
182,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
183,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
184,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
185,2016,0,2,7.4,134,1,2,0,3,1,0,6,1,0,7,0,2017,3,1,0,2021,2,7,4,5,6,1,2,5,2,2,0,3,7
186,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
187,2015,0,2,29.53,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,5,6,1,2,3,2,1
188,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
189,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
190,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,3
191,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
192,2015,0,2,0.0,134,1,2,0,6,1,0,6,3,0,7,0,2017,3,6,0,2021,2,7,4,5,1,1,1,0,2,2,2,3,7
193,2015,0,2,4.13,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,5,6,1,2,3,2,7
194,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
195,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
196,2015,0,2,5.21,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,5
197,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
198,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,1
199,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
200,2015,0,2,7.25,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,3,6,1,2,3,2,7
201,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
202,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
203,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,1
204,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
205,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
206,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,0
207,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
208,2015,0,2,3.81,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,3,7
209,2016,0,1,6.91,134,1,1,4,4,0,0,6,4,0,1,1,2016,3,2,0,2021,2,7,4,3,1,4,1,7,2,2,1,3,9
210,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
211,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,3,3,2,1
212,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
213,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
214,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,3
215,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
216,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
217,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
218,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
219,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
220,2015,2,0,3.21,134,3,1,0,7,1,0,9,2,4,7,0,2017,3,3,0,2019,2,10,4,5,1,4,3,4,2,3,0,3,7
221,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,0
222,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
223,2014,0,2,6.11,134,1,1,0,4,1,0,6,5,0,1,0,2014,3,2,0,2021,2,7,4,1,0,4,1,5,2,2,1,4,8
224,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
225,2015,0,2,5.96,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
226,2015,0,2,4.26,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
227,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,4
228,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
229,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
230,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
231,2015,0,2,5.57,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,8,6,1,2,3,2,7
232,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
233,2015,0,2,2.76,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
234,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,4,6,1,2,3,2,3
235,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
236,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
237,2013,0,0,6.24,134,1,1,4,6,0,0,6,4,0,1,1,2013,3,3,0,2021,2,7,4,1,1,4,1,4,3,2,1,3,8
238,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
239,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,4
240,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
241,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
242,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
243,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
244,2015,0,2,5.43,134,1,2,1,7,0,1,7,2,0,5,2,2017,5,7,0,2021,3,0,4,5,3,2,1,6,1,2,3,2,0
245,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,2
246,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
247,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
248,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
249,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,2,3,2,3
250,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
251,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,4
252,2015,0,2,5.24,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
253,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
254,2015,2,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,0,4,5,3,2,0,6,1,2,3,3,7
255,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
256,2015,0,2,5.37,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
257,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
258,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
259,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
260,2015,0,2,4.62,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,7
261,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,4
262,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
263,2017,0,1,4.69,134,1,2,0,7,0,0,6,2,0,7,0,2017,3,2,0,2018,2,4,4,5,1,1,4,7,2,3,1,2,5
264,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
265,2015,2,2,2.16,47,3,2,1,7,0,1,4,2,1,5,2,2017,5,7,0,2019,3,0,4,5,3,2,9,6,1,3,3,3,0
266,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
267,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
268,2015,0,2,2.78,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
269,2014,2,1,5.17,90,2,1,0,2,0,0,9,2,4,7,1,2017,2,2,0,2020,2,6,5,5,1,0,4,7,2,7,1,3,0
270,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
271,2015,0,2,8.13,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,4,6,1,2,3,2,1
272,2015,0,2,4.16,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
273,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
274,2014,2,2,4.79,104,1,2,2,4,1,0,7,2,4,1,0,2015,3,2,0,2021,2,10,5,1,0,1,4,0,2,3,1,3,1
275,2015,0,0,0.0,134,1,2,0,3,0,0,6,2,0,1,2,2015,2,2,0,2021,2,7,4,3,1,1,1,4,2,2,1,3,7
276,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
277,2015,0,2,14.0,134,1,2,0,7,0,0,6,3,0,1,1,2016,2,4,0,2021,2,7,4,3,1,1,1,5,3,2,1,4,7
278,2015,2,2,6.07,90,1,2,1,7,0,0,6,2,4,5,2,2017,5,7,0,2021,3,7,2,5,3,2,4,6,1,2,3,2,7
279,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
280,2015,0,2,9.1,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,6,6,1,2,3,2,1
281,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
282,2016,0,1,3.95,134,1,0,0,7,0,0,6,3,0,7,1,2017,0,3,0,2021,2,7,4,5,1,4,1,7,2,2,1,3,9
283,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
284,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
285,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
286,2015,0,2,5.92,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,7
287,2015,0,2,5.38,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,1
288,2013,0,2,0.0,134,1,1,2,7,0,0,6,3,0,1,0,2019,2,4,0,2021,2,7,4,3,1,4,1,3,3,2,2,2,1
289,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,1
290,2013,0,0,4.43,30,0,1,0,4,0,1,6,3,4,7,2,2017,2,2,0,2021,2,10,4,5,1,0,1,4,2,3,1,3,0
291,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,3
292,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
293,2017,2,2,39.57,115,1,1,2,7,1,0,6,2,4,1,0,2019,3,2,0,2021,2,0,5,1,2,4,181,5,3,3,2,6,7
294,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
295,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
296,2015,1,2,0.0,0,3,2,1,7,0,0,9,2,4,5,2,2017,5,7,1,2021,3,0,4,5,3,2,1,6,1,7,3,2,1
297,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
298,2015,0,2,5.33,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,6,6,1,2,3,2,9
299,2015,0,2,4.35,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,3,6,1,2,3,2,9
300,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,5
301,2016,2,0,18.45,124,0,1,0,2,0,0,6,3,4,1,0,2021,3,3,0,2021,2,10,4,3,1,4,6,4,3,3,2,3,7
302,2015,0,2,28.28,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
303,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
304,2015,0,2,4.71,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,12,6,1,2,3,2,1
305,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
306,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
307,2015,0,2,0.0,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,1
308,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
309,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
310,2015,0,1,8.1,134,1,2,0,7,1,0,6,3,0,1,0,2015,3,4,0,2021,2,7,4,3,1,1,1,7,4,2,2,3,7
311,2015,2,0,4.67,90,2,0,1,6,1,1,6,2,1,1,0,2011,3,2,0,2021,2,1,4,3,1,4,1,7,4,3,1,4,7
312,2015,0,2,18.28,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,26,6,1,2,3,2,1
313,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
314,2015,2,0,5.2,115,0,2,0,7,1,0,6,3,4,1,0,2015,3,2,0,2022,2,0,0,3,6,1,1,4,3,3,1,4,7
315,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
316,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
317,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
318,2015,0,2,7.96,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
319,2015,0,2,12.4,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
320,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,0
321,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,3
322,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
323,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
324,2015,0,2,7.39,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,25,6,1,2,3,2,7
325,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
326,2015,2,2,6.73,115,3,1,1,7,1,1,7,3,4,7,2,2017,2,2,0,2022,2,10,4,5,1,4,3,5,2,3,1,3,5
327,2016,2,1,8.28,124,3,1,0,0,1,0,6,1,3,1,1,2016,3,2,0,2021,2,0,5,3,1,4,3,7,2,3,1,3,7
328,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,4
329,2015,2,2,2.58,46,1,2,2,7,1,2,7,1,4,7,1,2017,3,1,0,2021,2,6,5,5,1,1,1,5,2,3,1,3,7
330,2015,0,0,11.19,134,1,1,0,7,1,1,6,2,0,7,2,2017,3,3,0,2021,2,7,4,5,1,4,3,4,2,2,1,3,7
331,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
332,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
333,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
334,2015,0,2,1.04,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,4
335,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
336,2015,0,2,7.43,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,8
337,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
338,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
339,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
340,2015,0,2,3.95,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,3
341,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,1
342,2014,2,1,5.13,52,1,1,1,3,1,0,6,2,1,7,0,2017,3,2,0,2021,2,10,3,5,4,4,3,7,2,3,1,3,0
343,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
344,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
